onset	duration	trial_type	response_time	Endowment
7.533946	0.850139	dec_dg-prop_less	0.850139	17
7.533946	0.850139	dec_dg-prop_choice	0.850139	17
5.001450	2	cue_ug-resp	n/a	17
5.001450	2	cue_ug-resp_parametric	n/a	17
17.084734	1.165921	dec_dg-prop_less	1.165921	17
17.084734	1.165921	dec_dg-prop_choice	1.165921	17
13.051399	2	cue_ug-resp	n/a	17
13.051399	2	cue_ug-resp_parametric	n/a	17
35.133930	1.516771	dec_ug-resp_accept	1.516771	23
35.133930	1.516771	dec_ug-resp_choice	1.516771	23
29.601370	2	cue_ug-prop	n/a	23
29.601370	2	cue_ug-prop_parametric	n/a	23
44.682850	1.117713	dec_dg-prop_less	1.117713	17
44.682850	1.117713	dec_dg-prop_choice	1.117713	17
40.651173	2	cue_ug-resp	n/a	17
40.651173	2	cue_ug-resp_parametric	n/a	17
58.233578	2.633592	dec_ug-prop_more	2.633592	23
58.233578	2.633592	dec_ug-prop_choice	2.633592	23
54.201390	2	cue_dict	n/a	23
54.201390	2	cue_dict_parametric	n/a	23
73.283844	1.550131	dec_ug-resp_accept	1.550131	23
73.283844	1.550131	dec_ug-resp_choice	1.550131	23
67.751114	2	cue_ug-prop	n/a	23
67.751114	2	cue_ug-prop_parametric	n/a	23
81.333664	1.766796	dec_ug-resp_accept	1.766796	19
81.333664	1.766796	dec_ug-resp_choice	1.766796	19
78.801160	2	cue_ug-prop	n/a	19
78.801160	2	cue_ug-prop_parametric	n/a	19
89.383920	2.449877	dec_ug-prop_more	2.449877	25
89.383920	2.449877	dec_ug-prop_choice	2.449877	25
86.851170	2	cue_dict	n/a	25
86.851170	2	cue_dict_parametric	n/a	25
98.933790	0.849944	dec_dg-prop_less	0.849944	21
98.933790	0.849944	dec_dg-prop_choice	0.849944	21
94.901085	2	cue_ug-resp	n/a	21
94.901085	2	cue_ug-resp_parametric	n/a	21
108.983574	1.299930	dec_ug-resp_accept	1.299930	17
108.983574	1.299930	dec_ug-resp_choice	1.299930	17
106.451090	2	cue_ug-prop	n/a	17
106.451090	2	cue_ug-prop_parametric	n/a	17
118.533690	1.349950	dec_ug-resp_accept	1.349950	15
118.533690	1.349950	dec_ug-resp_choice	1.349950	15
114.500990	2	cue_ug-prop	n/a	15
114.500990	2	cue_ug-prop_parametric	n/a	15
126.583870	2.133060	dec_ug-prop_less	2.133060	15
126.583870	2.133060	dec_ug-prop_choice	2.133060	15
124.051414	2	cue_dict	n/a	15
124.051414	2	cue_dict_parametric	n/a	15
136.133260	1.366916	dec_ug-prop_more	1.366916	15
136.133260	1.366916	dec_ug-prop_choice	1.366916	15
132.101000	2	cue_dict	n/a	15
132.101000	2	cue_dict_parametric	n/a	15
146.183490	1.650006	dec_ug-resp_accept	1.650006	19
146.183490	1.650006	dec_ug-resp_choice	1.650006	19
143.650850	2	cue_ug-prop	n/a	19
143.650850	2	cue_ug-prop_parametric	n/a	19
154.233610	2.400086	dec_dg-prop_less	2.400086	19
154.233610	2.400086	dec_dg-prop_choice	2.400086	19
151.700990	2	cue_ug-resp	n/a	19
151.700990	2	cue_ug-resp_parametric	n/a	19
163.783450	1.100127	dec_dg-prop_less	1.100127	15
163.783450	1.100127	dec_dg-prop_choice	1.100127	15
159.750960	2	cue_ug-resp	n/a	15
159.750960	2	cue_ug-resp_parametric	n/a	15
171.833800	1.282888	dec_dg-prop_less	1.282888	19
171.833800	1.282888	dec_dg-prop_choice	1.282888	19
169.300900	2	cue_ug-resp	n/a	19
169.300900	2	cue_ug-resp_parametric	n/a	19
184.883540	1.283461	dec_ug-resp_accept	1.283461	15
184.883540	1.283461	dec_ug-resp_choice	1.283461	15
179.350980	2	cue_ug-prop	n/a	15
179.350980	2	cue_ug-prop_parametric	n/a	15
197.933270	1.316737	dec_ug-resp_accept	1.316737	17
197.933270	1.316737	dec_ug-resp_choice	1.316737	17
192.400960	2	cue_ug-prop	n/a	17
192.400960	2	cue_ug-prop_parametric	n/a	17
205.984010	1.449333	dec_ug-prop_less	1.449333	25
205.984010	1.449333	dec_ug-prop_choice	1.449333	25
203.450990	2	cue_dict	n/a	25
203.450990	2	cue_dict_parametric	n/a	25
219.033280	1.016937	dec_dg-prop_less	1.016937	19
219.033280	1.016937	dec_dg-prop_choice	1.016937	19
213.500730	2	cue_ug-resp	n/a	19
213.500730	2	cue_ug-resp_parametric	n/a	19
230.584060	1.365817	dec_ug-prop_more	1.365817	17
230.584060	1.365817	dec_ug-prop_choice	1.365817	17
226.550610	2	cue_dict	n/a	17
226.550610	2	cue_dict_parametric	n/a	17
238.633360	1.683042	dec_ug-resp_accept	1.683042	19
238.633360	1.683042	dec_ug-resp_choice	1.683042	19
236.100570	2	cue_ug-prop	n/a	19
236.100570	2	cue_ug-prop_parametric	n/a	19
249.683040	1.516718	dec_dg-prop_less	1.516718	15
249.683040	1.516718	dec_dg-prop_choice	1.516718	15
244.150700	2	cue_ug-resp	n/a	15
244.150700	2	cue_ug-resp_parametric	n/a	15
261.233060	1.716556	dec_ug-prop_more	1.716556	21
261.233060	1.716556	dec_ug-prop_choice	1.716556	21
257.200620	2	cue_dict	n/a	21
257.200620	2	cue_dict_parametric	n/a	21
276.283780	2.249123	dec_ug-resp_accept	2.249123	19
276.283780	2.249123	dec_ug-resp_choice	2.249123	19
273.750520	2	cue_ug-prop	n/a	19
273.750520	2	cue_ug-prop_parametric	n/a	19
284.332950	1.500153	dec_ug-resp_accept	1.500153	17
284.332950	1.500153	dec_ug-resp_choice	1.500153	17
281.800480	2	cue_ug-prop	n/a	17
281.800480	2	cue_ug-prop_parametric	n/a	17
299.382700	1.717077	dec_dg-prop_less	1.717077	15
299.382700	1.717077	dec_dg-prop_choice	1.717077	15
296.850400	2	cue_ug-resp	n/a	15
296.850400	2	cue_ug-resp_parametric	n/a	15
311.432860	1.500243	dec_dg-prop_less	1.500243	21
311.432860	1.500243	dec_dg-prop_choice	1.500243	21
308.900600	2	cue_ug-resp	n/a	21
308.900600	2	cue_ug-resp_parametric	n/a	21
323.482500	1.950347	dec_ug-prop_more	1.950347	17
323.482500	1.950347	dec_ug-prop_choice	1.950347	17
320.950300	2	cue_dict	n/a	17
320.950300	2	cue_dict_parametric	n/a	17
333.532530	0.934010	dec_dg-prop_less	0.934010	19
333.532530	0.934010	dec_dg-prop_choice	0.934010	19
331.000200	2	cue_ug-resp	n/a	19
331.000200	2	cue_ug-resp_parametric	n/a	19
345.082700	2.633421	dec_ug-prop_less	2.633421	25
345.082700	2.633421	dec_ug-prop_choice	2.633421	25
341.050300	2	cue_dict	n/a	25
341.050300	2	cue_dict_parametric	n/a	25
355.132800	1.500111	dec_ug-prop_more	1.500111	19
355.132800	1.500111	dec_ug-prop_choice	1.500111	19
352.600100	2	cue_dict	n/a	19
352.600100	2	cue_dict_parametric	n/a	19
363.182430	1.933987	dec_ug-prop_less	1.933987	23
363.182430	1.933987	dec_ug-prop_choice	1.933987	23
360.650000	2	cue_dict	n/a	23
360.650000	2	cue_dict_parametric	n/a	23
371.232600	2.433525	dec_ug-prop_more	2.433525	15
371.232600	2.433525	dec_ug-prop_choice	2.433525	15
368.700040	2	cue_dict	n/a	15
368.700040	2	cue_dict_parametric	n/a	15
383.282650	1.633494	dec_ug-resp_accept	1.633494	15
383.282650	1.633494	dec_ug-resp_choice	1.633494	15
380.750150	2	cue_ug-prop	n/a	15
380.750150	2	cue_ug-prop_parametric	n/a	15
