onset	duration	trial_type	response_time	Endowment
7.523372	1.285837	dec_ug-prop_more	1.285837	15
7.523372	1.285837	dec_ug-prop_choice	1.285837	15
4.990068	2	cue_dict	n/a	15
4.990068	2	cue_dict_parametric	n/a	15
20.565332	1.354340	dec_ug-prop_more	1.354340	19
20.565332	1.354340	dec_ug-prop_choice	1.354340	19
15.031692	2	cue_dict	n/a	19
15.031692	2	cue_dict_parametric	n/a	19
33.608593	1.355262	dec_ug-prop_more	1.355262	25
33.608593	1.355262	dec_ug-prop_choice	1.355262	25
28.075584	2	cue_dict	n/a	25
28.075584	2	cue_dict_parametric	n/a	25
43.151590	1.270059	dec_dg-prop_more	1.270059	17
43.151590	1.270059	dec_dg-prop_choice	1.270059	17
39.117798	2	cue_ug-resp	n/a	17
39.117798	2	cue_ug-resp_parametric	n/a	17
55.196550	1.502242	dec_ug-prop_more	1.502242	15
55.196550	1.502242	dec_ug-prop_choice	1.502242	15
52.662290	2	cue_dict	n/a	15
52.662290	2	cue_dict_parametric	n/a	15
66.236520	1.621157	dec_dg-prop_more	1.621157	15
66.236520	1.621157	dec_dg-prop_choice	1.621157	15
60.702446	2	cue_ug-resp	n/a	15
60.702446	2	cue_ug-resp_parametric	n/a	15
74.278520	1.068707	dec_dg-prop_more	1.068707	17
74.278520	1.068707	dec_dg-prop_choice	1.068707	17
71.744700	2	cue_ug-resp	n/a	17
71.744700	2	cue_ug-resp_parametric	n/a	17
82.318000	1.586077	dec_dg-prop_more	1.586077	19
82.318000	1.586077	dec_dg-prop_choice	1.586077	19
79.784390	2	cue_ug-resp	n/a	19
79.784390	2	cue_ug-resp_parametric	n/a	19
90.358460	1.268915	dec_dg-prop_more	1.268915	23
90.358460	1.268915	dec_dg-prop_choice	1.268915	23
87.825110	2	cue_ug-resp	n/a	23
87.825110	2	cue_ug-resp_parametric	n/a	23
99.915340	1.436446	dec_dg-prop_more	1.436446	25
99.915340	1.436446	dec_dg-prop_choice	1.436446	25
95.881320	2	cue_ug-resp	n/a	25
95.881320	2	cue_ug-resp_parametric	n/a	25
107.955850	1.986408	dec_ug-resp_reject	1.986408	21
107.955850	1.986408	dec_ug-resp_choice	1.986408	21
105.422420	2	cue_ug-prop	n/a	21
105.422420	2	cue_ug-prop_parametric	n/a	21
117.996750	1.470029	dec_dg-prop_more	1.470029	15
117.996750	1.470029	dec_dg-prop_choice	1.470029	15
115.464080	2	cue_ug-resp	n/a	15
115.464080	2	cue_ug-resp_parametric	n/a	15
126.038430	2.268696	dec_ug-resp_reject	2.268696	21
126.038430	2.268696	dec_ug-resp_choice	2.268696	21
123.504150	2	cue_ug-prop	n/a	21
123.504150	2	cue_ug-prop_parametric	n/a	21
137.077450	4	missed_trial	n/a	21
131.561000	2	cue_ug-prop	n/a	21
131.561000	2	cue_ug-prop_parametric	n/a	21
152.125960	1.102313	dec_dg-prop_more	1.102313	15
152.125960	1.102313	dec_dg-prop_choice	1.102313	15
149.592030	2	cue_ug-resp	n/a	15
149.592030	2	cue_ug-resp_parametric	n/a	15
160.165560	1.169174	dec_dg-prop_more	1.169174	15
160.165560	1.169174	dec_dg-prop_choice	1.169174	15
157.648680	2	cue_ug-resp	n/a	15
157.648680	2	cue_ug-resp_parametric	n/a	15
173.708330	1.437620	dec_ug-prop_more	1.437620	23
173.708330	1.437620	dec_ug-prop_choice	1.437620	23
169.675430	2	cue_dict	n/a	23
169.675430	2	cue_dict_parametric	n/a	23
185.252270	1.136420	dec_dg-prop_more	1.136420	25
185.252270	1.136420	dec_dg-prop_choice	1.136420	25
181.218200	2	cue_ug-resp	n/a	25
181.218200	2	cue_ug-resp_parametric	n/a	25
193.293030	1.035569	dec_ug-prop_more	1.035569	23
193.293030	1.035569	dec_ug-prop_choice	1.035569	23
190.759460	2	cue_dict	n/a	23
190.759460	2	cue_dict_parametric	n/a	23
206.334900	1.371362	dec_ug-prop_more	1.371362	21
206.334900	1.371362	dec_ug-prop_choice	1.371362	21
200.800960	2	cue_dict	n/a	21
200.800960	2	cue_dict_parametric	n/a	21
217.878300	1.770951	dec_ug-resp_reject	1.770951	17
217.878300	1.770951	dec_ug-resp_choice	1.770951	17
213.845280	2	cue_ug-prop	n/a	17
213.845280	2	cue_ug-prop_parametric	n/a	17
227.921200	1.286041	dec_ug-prop_more	1.286041	19
227.921200	1.286041	dec_ug-prop_choice	1.286041	19
225.388140	2	cue_dict	n/a	19
225.388140	2	cue_dict_parametric	n/a	19
239.964610	1.285813	dec_ug-prop_more	1.285813	17
239.964610	1.285813	dec_ug-prop_choice	1.285813	17
237.431610	2	cue_dict	n/a	17
237.431610	2	cue_dict_parametric	n/a	17
250.006480	1.335602	dec_dg-prop_more	1.335602	19
250.006480	1.335602	dec_dg-prop_choice	1.335602	19
247.472850	2	cue_ug-resp	n/a	19
247.472850	2	cue_ug-resp_parametric	n/a	19
265.052220	1.802727	dec_ug-resp_accept	1.802727	21
265.052220	1.802727	dec_ug-resp_choice	1.802727	21
262.518740	2	cue_ug-prop	n/a	21
262.518740	2	cue_ug-prop_parametric	n/a	21
274.593050	1.219179	dec_ug-prop_more	1.219179	23
274.593050	1.219179	dec_ug-prop_choice	1.219179	23
270.558780	2	cue_dict	n/a	23
270.558780	2	cue_dict_parametric	n/a	23
284.133120	2.737770	dec_ug-resp_accept	2.737770	21
284.133120	2.737770	dec_ug-resp_choice	2.737770	21
280.099730	2	cue_ug-prop	n/a	21
280.099730	2	cue_ug-prop_parametric	n/a	21
