onset	duration	trial_type	response_time	Endowment
9.035814	1.667512	dec_ug-resp_reject	1.667512	25
9.035814	1.667512	dec_ug-resp_choice	1.667512	25
5.004186	2	cue_ug-prop	n/a	25
5.004186	2	cue_ug-prop_parametric	n/a	25
20.587389	1.249162	dec_ug-resp_accept	1.249162	25
20.587389	1.249162	dec_ug-resp_choice	1.249162	25
16.554180	2	cue_ug-prop	n/a	25
16.554180	2	cue_ug-prop_parametric	n/a	25
28.637209	1.815749	dec_dg-prop_more	1.815749	15
28.637209	1.815749	dec_dg-prop_choice	1.815749	15
26.104100	2	cue_ug-resp	n/a	15
26.104100	2	cue_ug-resp_parametric	n/a	15
36.686890	2.083011	dec_dg-prop_more	2.083011	15
36.686890	2.083011	dec_dg-prop_choice	2.083011	15
34.154003	2	cue_ug-resp	n/a	15
34.154003	2	cue_ug-resp_parametric	n/a	15
50.237190	4	missed_trial	n/a	25
46.204033	2	cue_ug-resp	n/a	25
46.204033	2	cue_ug-resp_parametric	n/a	25
66.802900	1.401264	dec_ug-prop_more	1.401264	15
66.802900	1.401264	dec_ug-prop_choice	1.401264	15
62.770576	2	cue_dict	n/a	15
62.770576	2	cue_dict_parametric	n/a	15
76.353590	1.199808	dec_dg-prop_more	1.199808	15
76.353590	1.199808	dec_dg-prop_choice	1.199808	15
72.320630	2	cue_ug-resp	n/a	15
72.320630	2	cue_ug-resp_parametric	n/a	15
84.402880	1.250561	dec_dg-prop_less	1.250561	15
84.402880	1.250561	dec_dg-prop_choice	1.250561	15
81.870620	2	cue_ug-resp	n/a	15
81.870620	2	cue_ug-resp_parametric	n/a	15
95.452960	3.000388	dec_dg-prop_more	3.000388	19
95.452960	3.000388	dec_dg-prop_choice	3.000388	19
89.920670	2	cue_ug-resp	n/a	19
89.920670	2	cue_ug-resp_parametric	n/a	19
108.503845	1.199618	dec_ug-prop_more	1.199618	17
108.503845	1.199618	dec_ug-prop_choice	1.199618	17
102.970740	2	cue_dict	n/a	17
102.970740	2	cue_dict_parametric	n/a	17
120.554000	1.765937	dec_ug-resp_reject	1.765937	17
120.554000	1.765937	dec_ug-resp_choice	1.765937	17
118.020770	2	cue_ug-prop	n/a	17
118.020770	2	cue_ug-prop_parametric	n/a	17
131.604000	1.399742	dec_ug-resp_accept	1.399742	21
131.604000	1.399742	dec_ug-resp_choice	1.399742	21
126.070610	2	cue_ug-prop	n/a	21
126.070610	2	cue_ug-prop_parametric	n/a	21
141.653180	1.616713	dec_dg-prop_less	1.616713	15
141.653180	1.616713	dec_dg-prop_choice	1.616713	15
139.120510	2	cue_ug-resp	n/a	15
139.120510	2	cue_ug-resp_parametric	n/a	15
155.202990	1.300358	dec_ug-prop_more	1.300358	17
155.202990	1.300358	dec_ug-prop_choice	1.300358	17
151.170650	2	cue_dict	n/a	17
151.170650	2	cue_dict_parametric	n/a	17
163.253400	1.383422	dec_dg-prop_more	1.383422	21
