onset	duration	trial_type	response_time	Endowment
7.524878	2.403299	dec_ug-prop_more	2.403299	17
7.524878	2.403299	dec_ug-prop_choice	2.403299	17
4.991809	2	cue_dict	n/a	17
4.991809	2	cue_dict_parametric	n/a	17
15.564945	4	missed_trial	n/a	23
13.048296	2	cue_ug-prop	n/a	23
13.048296	2	cue_ug-prop_parametric	n/a	23
25.121660	1.370562	dec_ug-prop_more	1.370562	17
25.121660	1.370562	dec_ug-prop_choice	1.370562	17
21.088253	2	cue_dict	n/a	17
21.088253	2	cue_dict_parametric	n/a	17
35.164547	1.402400	dec_ug-prop_more	1.402400	17
35.164547	1.402400	dec_ug-prop_choice	1.402400	17
32.631046	2	cue_dict	n/a	17
32.631046	2	cue_dict_parametric	n/a	17
43.204370	2.203423	dec_ug-resp_accept	2.203423	17
43.204370	2.203423	dec_ug-resp_choice	2.203423	17
40.687565	2	cue_ug-prop	n/a	17
40.687565	2	cue_ug-prop_parametric	n/a	17
52.744350	2.555000	dec_ug-resp_accept	2.555000	17
52.744350	2.555000	dec_ug-resp_choice	2.555000	17
48.711230	2	cue_ug-prop	n/a	17
48.711230	2	cue_ug-prop_parametric	n/a	17
60.785492	1.118954	dec_dg-prop_less	1.118954	17
60.785492	1.118954	dec_dg-prop_choice	1.118954	17
58.252132	2	cue_ug-resp	n/a	17
58.252132	2	cue_ug-resp_parametric	n/a	17
71.842230	2.288723	dec_ug-resp_accept	2.288723	23
71.842230	2.288723	dec_ug-resp_choice	2.288723	23
66.310070	2	cue_ug-prop	n/a	23
66.310070	2	cue_ug-prop_parametric	n/a	23
86.890200	1.736457	dec_ug-prop_more	1.736457	23
86.890200	1.736457	dec_ug-prop_choice	1.736457	23
84.357025	2	cue_dict	n/a	23
84.357025	2	cue_dict_parametric	n/a	23
98.432014	1.286798	dec_ug-prop_more	1.286798	15
98.432014	1.286798	dec_ug-prop_choice	1.286798	15
94.398540	2	cue_dict	n/a	15
94.398540	2	cue_dict_parametric	n/a	15
108.475360	1.118242	dec_ug-prop_more	1.118242	19
108.475360	1.118242	dec_ug-prop_choice	1.118242	19
105.941670	2	cue_dict	n/a	19
105.941670	2	cue_dict_parametric	n/a	19
120.517940	0.968849	dec_dg-prop_less	0.968849	15
120.517940	0.968849	dec_dg-prop_choice	0.968849	15
117.984590	2	cue_ug-resp	n/a	15
117.984590	2	cue_ug-resp_parametric	n/a	15
135.563690	0.902049	dec_dg-prop_less	0.902049	17
135.563690	0.902049	dec_dg-prop_choice	0.902049	17
133.030290	2	cue_ug-resp	n/a	17
133.030290	2	cue_ug-resp_parametric	n/a	17
147.105270	1.136983	dec_ug-prop_more	1.136983	19
147.105270	1.136983	dec_ug-prop_choice	1.136983	19
143.072140	2	cue_dict	n/a	19
143.072140	2	cue_dict_parametric	n/a	19
160.649720	2.037836	dec_dg-prop_less	2.037836	17
160.649720	2.037836	dec_dg-prop_choice	2.037836	17
156.616500	2	cue_ug-resp	n/a	17
156.616500	2	cue_ug-resp_parametric	n/a	17
175.697200	1.368576	dec_ug-prop_more	1.368576	25
175.697200	1.368576	dec_ug-prop_choice	1.368576	25
173.163640	2	cue_dict	n/a	25
173.163640	2	cue_dict_parametric	n/a	25
185.738400	1.752750	dec_dg-prop_less	1.752750	17
185.738400	1.752750	dec_dg-prop_choice	1.752750	17
183.205100	2	cue_ug-resp	n/a	17
183.205100	2	cue_ug-resp_parametric	n/a	17
196.778370	1.238009	dec_dg-prop_less	1.238009	17
196.778370	1.238009	dec_dg-prop_choice	1.238009	17
191.261640	2	cue_ug-resp	n/a	17
191.261640	2	cue_ug-resp_parametric	n/a	17
204.820720	2.686598	dec_ug-resp_accept	2.686598	25
204.820720	2.686598	dec_ug-resp_choice	2.686598	25
202.287520	2	cue_ug-prop	n/a	25
202.287520	2	cue_ug-prop_parametric	n/a	25
212.860660	1.986378	dec_ug-resp_accept	1.986378	17
212.860660	1.986378	dec_ug-resp_choice	1.986378	17
210.327410	2	cue_ug-prop	n/a	17
210.327410	2	cue_ug-prop_parametric	n/a	17
222.400540	1.504001	dec_ug-resp_reject	1.504001	23
222.400540	1.504001	dec_ug-resp_choice	1.504001	23
218.367130	2	cue_ug-prop	n/a	23
218.367130	2	cue_ug-prop_parametric	n/a	23
233.442060	0.971263	dec_dg-prop_less	0.971263	21
233.442060	0.971263	dec_dg-prop_choice	0.971263	21
227.908460	2	cue_ug-resp	n/a	21
227.908460	2	cue_ug-resp_parametric	n/a	21
244.484240	1.254773	dec_dg-prop_less	1.254773	17
244.484240	1.254773	dec_dg-prop_choice	1.254773	17
238.950670	2	cue_ug-resp	n/a	17
238.950670	2	cue_ug-resp_parametric	n/a	17
252.526730	2.903682	dec_ug-resp_reject	2.903682	19
252.526730	2.903682	dec_ug-resp_choice	2.903682	19
249.993320	2	cue_ug-prop	n/a	19
249.993320	2	cue_ug-prop_parametric	n/a	19
266.070980	1.152390	dec_dg-prop_less	1.152390	19
266.070980	1.152390	dec_dg-prop_choice	1.152390	19
262.036470	2	cue_ug-resp	n/a	19
262.036470	2	cue_ug-resp_parametric	n/a	19
281.114350	1.788675	dec_ug-prop_more	1.788675	21
281.114350	1.788675	dec_ug-prop_choice	1.788675	21
275.581000	2	cue_dict	n/a	21
275.581000	2	cue_dict_parametric	n/a	21
289.156830	2.286488	dec_ug-resp_reject	2.286488	19
289.156830	2.286488	dec_ug-resp_choice	2.286488	19
286.623440	2	cue_ug-prop	n/a	19
286.623440	2	cue_ug-prop_parametric	n/a	19
299.198200	2.937393	dec_ug-resp_accept	2.937393	25
299.198200	2.937393	dec_ug-resp_choice	2.937393	25
296.665130	2	cue_ug-prop	n/a	25
296.665130	2	cue_ug-prop_parametric	n/a	25
307.238400	0.835070	dec_ug-prop_more	0.835070	19
307.238400	0.835070	dec_ug-prop_choice	0.835070	19
304.704800	2	cue_dict	n/a	19
304.704800	2	cue_dict_parametric	n/a	19
319.281370	0.985532	dec_dg-prop_less	0.985532	15
319.281370	0.985532	dec_dg-prop_choice	0.985532	15
316.748140	2	cue_ug-resp	n/a	15
316.748140	2	cue_ug-resp_parametric	n/a	15
330.823150	1.203579	dec_ug-prop_more	1.203579	19
330.823150	1.203579	dec_ug-prop_choice	1.203579	19
326.789900	2	cue_dict	n/a	19
326.789900	2	cue_dict_parametric	n/a	19
342.365780	1.770824	dec_ug-prop_more	1.770824	17
342.365780	1.770824	dec_ug-prop_choice	1.770824	17
338.332520	2	cue_dict	n/a	17
338.332520	2	cue_dict_parametric	n/a	17
352.408900	2.019603	dec_dg-prop_less	2.019603	25
352.408900	2.019603	dec_dg-prop_choice	2.019603	25
349.875340	2	cue_ug-resp	n/a	25
349.875340	2	cue_ug-resp_parametric	n/a	25
363.950400	2.372862	dec_ug-resp_reject	2.372862	25
363.950400	2.372862	dec_ug-resp_choice	2.372862	25
359.917050	2	cue_ug-prop	n/a	25
359.917050	2	cue_ug-prop_parametric	n/a	25
371.991600	2.286344	dec_dg-prop_less	2.286344	15
371.991600	2.286344	dec_dg-prop_choice	2.286344	15
369.458220	2	cue_ug-resp	n/a	15
369.458220	2	cue_ug-resp_parametric	n/a	15
383.031700	4	missed_trial	n/a	25
377.514860	2	cue_ug-prop	n/a	25
377.514860	2	cue_ug-prop_parametric	n/a	25
