onset	duration	trial_type	response_time	Endowment
7.522648	1.050528	dec_dg-prop_less	1.050528	15
7.522648	1.050528	dec_dg-prop_choice	1.050528	15
4.990191	2	cue_ug-resp	n/a	15
4.990191	2	cue_ug-resp_parametric	n/a	15
24.073620	1.616013	dec_ug-prop_more	1.616013	17
24.073620	1.616013	dec_ug-prop_choice	1.616013	17
20.040562	2	cue_dict	n/a	17
20.040562	2	cue_dict_parametric	n/a	17
35.622627	1.933761	dec_dg-prop_less	1.933761	23
35.622627	1.933761	dec_dg-prop_choice	1.933761	23
31.590202	2	cue_ug-resp	n/a	23
31.590202	2	cue_ug-resp_parametric	n/a	23
43.673640	0.982797	dec_ug-prop_more	0.982797	17
43.673640	0.982797	dec_ug-prop_choice	0.982797	17
41.140335	2	cue_dict	n/a	17
41.140335	2	cue_dict_parametric	n/a	17
51.722630	0.866883	dec_dg-prop_less	0.866883	19
51.722630	0.866883	dec_dg-prop_choice	0.866883	19
49.190280	2	cue_ug-resp	n/a	19
49.190280	2	cue_ug-resp_parametric	n/a	19
59.772858	1.267010	dec_ug-resp_accept	1.267010	17
59.772858	1.267010	dec_ug-resp_choice	1.267010	17
57.240320	2	cue_ug-prop	n/a	17
57.240320	2	cue_ug-prop_parametric	n/a	17
76.323640	0.915938	dec_dg-prop_less	0.915938	17
76.323640	0.915938	dec_dg-prop_choice	0.915938	17
72.290300	2	cue_ug-resp	n/a	17
72.290300	2	cue_ug-resp_parametric	n/a	17
84.372696	2.366718	dec_ug-resp_accept	2.366718	17
84.372696	2.366718	dec_ug-resp_choice	2.366718	17
81.840270	2	cue_ug-prop	n/a	17
81.840270	2	cue_ug-prop_parametric	n/a	17
96.422840	2.566665	dec_ug-prop_less	2.566665	25
96.422840	2.566665	dec_ug-prop_choice	2.566665	25
93.890290	2	cue_dict	n/a	25
93.890290	2	cue_dict_parametric	n/a	25
111.473020	1.333127	dec_dg-prop_less	1.333127	23
111.473020	1.333127	dec_dg-prop_choice	1.333127	23
105.940200	2	cue_ug-resp	n/a	23
105.940200	2	cue_ug-resp_parametric	n/a	23
119.522675	2.116606	dec_ug-resp_accept	2.116606	25
119.522675	2.116606	dec_ug-resp_choice	2.116606	25
116.990150	2	cue_ug-prop	n/a	25
116.990150	2	cue_ug-prop_parametric	n/a	25
127.573395	1.899480	dec_ug-resp_accept	1.899480	25
127.573395	1.899480	dec_ug-resp_choice	1.899480	25
125.040500	2	cue_ug-prop	n/a	25
125.040500	2	cue_ug-prop_parametric	n/a	25
135.623660	1.016246	dec_dg-prop_less	1.016246	15
135.623660	1.016246	dec_dg-prop_choice	1.016246	15
133.090260	2	cue_ug-resp	n/a	15
133.090260	2	cue_ug-resp_parametric	n/a	15
146.673660	1.199413	dec_ug-resp_accept	1.199413	21
146.673660	1.199413	dec_ug-resp_choice	1.199413	21
141.140460	2	cue_ug-prop	n/a	21
141.140460	2	cue_ug-prop_parametric	n/a	21
156.222890	1.066894	dec_ug-resp_accept	1.066894	19
156.222890	1.066894	dec_ug-resp_choice	1.066894	19
152.190290	2	cue_ug-prop	n/a	19
152.190290	2	cue_ug-prop_parametric	n/a	19
164.272670	1.433641	dec_ug-resp_reject	1.433641	25
164.272670	1.433641	dec_ug-resp_choice	1.433641	25
161.740400	2	cue_ug-prop	n/a	25
161.740400	2	cue_ug-prop_parametric	n/a	25
172.323670	2.115925	dec_ug-prop_more	2.115925	21
172.323670	2.115925	dec_ug-prop_choice	2.115925	21
169.790440	2	cue_dict	n/a	21
169.790440	2	cue_dict_parametric	n/a	21
181.872570	1.550348	dec_ug-prop_less	1.550348	25
181.872570	1.550348	dec_ug-prop_choice	1.550348	25
177.840260	2	cue_dict	n/a	25
177.840260	2	cue_dict_parametric	n/a	25
189.923690	1.815770	dec_ug-resp_accept	1.815770	15
189.923690	1.815770	dec_ug-resp_choice	1.815770	15
187.390260	2	cue_ug-prop	n/a	15
187.390260	2	cue_ug-prop_parametric	n/a	15
202.973630	2.115794	dec_ug-prop_less	2.115794	23
202.973630	2.115794	dec_ug-prop_choice	2.115794	23
197.440300	2	cue_dict	n/a	23
197.440300	2	cue_dict_parametric	n/a	23
211.022630	2.400461	dec_dg-prop_less	2.400461	17
211.022630	2.400461	dec_dg-prop_choice	2.400461	17
208.490630	2	cue_ug-resp	n/a	17
208.490630	2	cue_ug-resp_parametric	n/a	17
220.572980	2.333317	dec_ug-prop_less	2.333317	21
220.572980	2.333317	dec_ug-prop_choice	2.333317	21
216.540510	2	cue_dict	n/a	21
216.540510	2	cue_dict_parametric	n/a	21
