onset	duration	trial_type	response_time	Endowment
9.028938	2.333386	dec_ug-prop_more	2.333386	21
9.028938	2.333386	dec_ug-prop_choice	2.333386	21
4.996321	2	cue_dict	n/a	21
4.996321	2	cue_dict_parametric	n/a	21
17.078657	4	missed_trial	n/a	21
14.546332	2	cue_ug-resp	n/a	21
14.546332	2	cue_ug-resp_parametric	n/a	21
25.145224	2.116892	dec_dg-prop_less	2.116892	25
25.145224	2.116892	dec_dg-prop_choice	2.116892	25
22.613062	2	cue_ug-resp	n/a	25
22.613062	2	cue_ug-resp_parametric	n/a	25
40.194893	1.850444	dec_ug-prop_less	1.850444	25
40.194893	1.850444	dec_ug-prop_choice	1.850444	25
37.662930	2	cue_dict	n/a	25
37.662930	2	cue_dict_parametric	n/a	25
52.245316	2.600292	dec_ug-resp_accept	2.600292	17
52.245316	2.600292	dec_ug-resp_choice	2.600292	17
49.712820	2	cue_ug-prop	n/a	17
49.712820	2	cue_ug-prop_parametric	n/a	17
63.794884	2.450797	dec_ug-prop_less	2.450797	17
63.794884	2.450797	dec_ug-prop_choice	2.450797	17
59.762833	2	cue_dict	n/a	17
59.762833	2	cue_dict_parametric	n/a	17
71.845215	4	missed_trial	n/a	21
69.312980	2	cue_dict	n/a	21
69.312980	2	cue_dict_parametric	n/a	21
79.911890	1.000368	dec_dg-prop_less	1.000368	17
79.911890	1.000368	dec_dg-prop_choice	1.000368	17
77.379410	2	cue_ug-resp	n/a	17
77.379410	2	cue_ug-resp_parametric	n/a	17
87.961840	1.933613	dec_ug-prop_more	1.933613	25
87.961840	1.933613	dec_ug-prop_choice	1.933613	25
85.429530	2	cue_dict	n/a	25
85.429530	2	cue_dict_parametric	n/a	25
97.512930	2.082784	dec_ug-resp_accept	2.082784	19
97.512930	2.082784	dec_ug-resp_choice	2.082784	19
93.479614	2	cue_ug-prop	n/a	19
93.479614	2	cue_ug-prop_parametric	n/a	19
107.061880	2.649941	dec_ug-prop_less	2.649941	25
107.061880	2.649941	dec_ug-prop_choice	2.649941	25
103.029495	2	cue_dict	n/a	25
103.029495	2	cue_dict_parametric	n/a	25
120.112880	2.499332	dec_dg-prop_less	2.499332	25
120.112880	2.499332	dec_dg-prop_choice	2.499332	25
114.579315	2	cue_ug-resp	n/a	25
114.579315	2	cue_ug-resp_parametric	n/a	25
135.161940	1.166899	dec_ug-resp_accept	1.166899	23
135.161940	1.166899	dec_ug-resp_choice	1.166899	23
132.629440	2	cue_ug-prop	n/a	23
132.629440	2	cue_ug-prop_parametric	n/a	23
145.213040	1.382367	dec_ug-resp_accept	1.382367	15
145.213040	1.382367	dec_ug-resp_choice	1.382367	15
142.679730	2	cue_ug-prop	n/a	15
142.679730	2	cue_ug-prop_parametric	n/a	15
160.262020	2.400136	dec_ug-prop_less	2.400136	21
160.262020	2.400136	dec_ug-prop_choice	2.400136	21
157.729630	2	cue_dict	n/a	21
157.729630	2	cue_dict_parametric	n/a	21
172.311950	1.950321	dec_ug-resp_accept	1.950321	15
172.311950	1.950321	dec_ug-resp_choice	1.950321	15
169.779620	2	cue_ug-prop	n/a	15
169.779620	2	cue_ug-prop_parametric	n/a	15
187.362300	1.266545	dec_ug-resp_accept	1.266545	15
187.362300	1.266545	dec_ug-resp_choice	1.266545	15
181.829480	2	cue_ug-prop	n/a	15
181.829480	2	cue_ug-prop_parametric	n/a	15
197.411910	2.033783	dec_ug-prop_more	2.033783	17
197.411910	2.033783	dec_ug-prop_choice	2.033783	17
194.879550	2	cue_dict	n/a	17
194.879550	2	cue_dict_parametric	n/a	17
206.962950	1.415938	dec_ug-resp_accept	1.415938	25
206.962950	1.415938	dec_ug-resp_choice	1.415938	25
202.929470	2	cue_ug-prop	n/a	25
202.929470	2	cue_ug-prop_parametric	n/a	25
215.013900	2.181501	dec_dg-prop_less	2.181501	15
215.013900	2.181501	dec_dg-prop_choice	2.181501	15
212.479390	2	cue_ug-resp	n/a	15
212.479390	2	cue_ug-resp_parametric	n/a	15
226.061970	0.983823	dec_ug-resp_accept	0.983823	23
226.061970	0.983823	dec_ug-resp_choice	0.983823	23
220.529480	2	cue_ug-prop	n/a	23
220.529480	2	cue_ug-prop_parametric	n/a	23
238.112930	1.849325	dec_dg-prop_less	1.849325	17
238.112930	1.849325	dec_dg-prop_choice	1.849325	17
235.579470	2	cue_ug-resp	n/a	17
235.579470	2	cue_ug-resp_parametric	n/a	17
247.662300	2.216757	dec_ug-prop_more	2.216757	17
247.662300	2.216757	dec_ug-prop_choice	2.216757	17
243.629470	2	cue_dict	n/a	17
243.629470	2	cue_dict_parametric	n/a	17
261.211900	1.467004	dec_ug-resp_accept	1.467004	15
261.211900	1.467004	dec_ug-resp_choice	1.467004	15
257.179750	2	cue_ug-prop	n/a	15
257.179750	2	cue_ug-prop_parametric	n/a	15
272.761960	1.366635	dec_ug-resp_accept	1.366635	23
272.761960	1.366635	dec_ug-resp_choice	1.366635	23
268.729680	2	cue_ug-prop	n/a	23
268.729680	2	cue_ug-prop_parametric	n/a	23
282.812900	0.899194	dec_dg-prop_less	0.899194	15
282.812900	0.899194	dec_dg-prop_choice	0.899194	15
280.279500	2	cue_ug-resp	n/a	15
280.279500	2	cue_ug-resp_parametric	n/a	15
295.862300	1.583327	dec_dg-prop_less	1.583327	23
295.862300	1.583327	dec_dg-prop_choice	1.583327	23
290.329620	2	cue_ug-resp	n/a	23
290.329620	2	cue_ug-resp_parametric	n/a	23
303.913060	1.749248	dec_dg-prop_less	1.749248	25
303.913060	1.749248	dec_dg-prop_choice	1.749248	25
301.379600	2	cue_ug-resp	n/a	25
301.379600	2	cue_ug-resp_parametric	n/a	25
313.962920	2.365991	dec_ug-prop_more	2.365991	17
313.962920	2.365991	dec_ug-prop_choice	2.365991	17
311.429720	2	cue_dict	n/a	17
311.429720	2	cue_dict_parametric	n/a	17
322.011930	1.784012	dec_ug-resp_accept	1.784012	17
322.011930	1.784012	dec_ug-resp_choice	1.784012	17
319.479520	2	cue_ug-prop	n/a	17
319.479520	2	cue_ug-prop_parametric	n/a	17
330.062930	2.682499	dec_ug-prop_more	2.682499	15
330.062930	2.682499	dec_ug-prop_choice	2.682499	15
327.529540	2	cue_dict	n/a	15
327.529540	2	cue_dict_parametric	n/a	15
340.111940	1.400392	dec_dg-prop_less	1.400392	23
340.111940	1.400392	dec_dg-prop_choice	1.400392	23
337.579620	2	cue_ug-resp	n/a	23
337.579620	2	cue_ug-resp_parametric	n/a	23
351.162960	1.332965	dec_ug-resp_accept	1.332965	15
351.162960	1.332965	dec_ug-resp_choice	1.332965	15
345.629580	2	cue_ug-prop	n/a	15
345.629580	2	cue_ug-prop_parametric	n/a	15
364.212920	1.132654	dec_dg-prop_less	1.132654	25
364.212920	1.132654	dec_dg-prop_choice	1.132654	25
358.679700	2	cue_ug-resp	n/a	25
358.679700	2	cue_ug-resp_parametric	n/a	25
373.762240	4	missed_trial	n/a	19
369.729600	2	cue_dict	n/a	19
369.729600	2	cue_dict_parametric	n/a	19
383.328770	2.100322	dec_dg-prop_less	2.100322	25
383.328770	2.100322	dec_dg-prop_choice	2.100322	25
379.296540	2	cue_ug-resp	n/a	25
379.296540	2	cue_ug-resp_parametric	n/a	25
