onset	duration	trial_type	response_time	Endowment
9.023213	1.066752	dec_dg-prop_less	1.066752	19
9.023213	1.066752	dec_dg-prop_choice	1.066752	19
4.990486	2	cue_ug-resp	n/a	19
4.990486	2	cue_ug-resp_parametric	n/a	19
19.073078	1.033490	dec_ug-prop_more	1.033490	23
19.073078	1.033490	dec_ug-prop_choice	1.033490	23
16.540712	2	cue_dict	n/a	23
16.540712	2	cue_dict_parametric	n/a	23
29.123274	1.466833	dec_ug-prop_less	1.466833	19
29.123274	1.466833	dec_ug-prop_choice	1.466833	19
26.590624	2	cue_dict	n/a	19
26.590624	2	cue_dict_parametric	n/a	19
38.673126	0.866844	dec_dg-prop_less	0.866844	15
38.673126	0.866844	dec_dg-prop_choice	0.866844	15
34.640537	2	cue_ug-resp	n/a	15
34.640537	2	cue_ug-resp_parametric	n/a	15
46.723152	0.916776	dec_ug-prop_more	0.916776	25
46.723152	0.916776	dec_ug-prop_choice	0.916776	25
44.190582	2	cue_dict	n/a	25
44.190582	2	cue_dict_parametric	n/a	25
54.773014	0.783676	dec_ug-prop_more	0.783676	19
54.773014	0.783676	dec_ug-prop_choice	0.783676	19
52.240660	2	cue_dict	n/a	19
52.240660	2	cue_dict_parametric	n/a	19
62.823196	1.850244	dec_ug-resp_reject	1.850244	15
62.823196	1.850244	dec_ug-resp_choice	1.850244	15
60.290638	2	cue_ug-prop	n/a	15
60.290638	2	cue_ug-prop_parametric	n/a	15
72.374090	1.215948	dec_dg-prop_less	1.215948	25
72.374090	1.215948	dec_dg-prop_choice	1.215948	25
68.340550	2	cue_ug-resp	n/a	25
68.340550	2	cue_ug-resp_parametric	n/a	25
84.423850	1.816113	dec_ug-resp_accept	1.816113	21
84.423850	1.816113	dec_ug-resp_choice	1.816113	21
81.890686	2	cue_ug-prop	n/a	21
81.890686	2	cue_ug-prop_parametric	n/a	21
95.973840	1.149715	dec_ug-prop_more	1.149715	25
95.973840	1.149715	dec_ug-prop_choice	1.149715	25
91.940630	2	cue_dict	n/a	25
91.940630	2	cue_dict_parametric	n/a	25
105.524216	1.632464	dec_dg-prop_less	1.632464	25
105.524216	1.632464	dec_dg-prop_choice	1.632464	25
101.490690	2	cue_ug-resp	n/a	25
101.490690	2	cue_ug-resp_parametric	n/a	25
118.572900	2.283913	dec_ug-resp_reject	2.283913	15
118.572900	2.283913	dec_ug-resp_choice	2.283913	15
113.040700	2	cue_ug-prop	n/a	15
113.040700	2	cue_ug-prop_parametric	n/a	15
130.123110	1.483670	dec_ug-prop_more	1.483670	19
130.123110	1.483670	dec_ug-prop_choice	1.483670	19
126.090740	2	cue_dict	n/a	19
126.090740	2	cue_dict_parametric	n/a	19
138.173740	1.316205	dec_ug-prop_more	1.316205	25
138.173740	1.316205	dec_ug-prop_choice	1.316205	25
135.640700	2	cue_dict	n/a	25
