onset	duration	trial_type	response_time	Endowment
7.532777	1.718961	dec_ug-resp_reject	1.718961	23
7.532777	1.718961	dec_ug-resp_choice	1.718961	23
4.998894	2	cue_ug-prop	n/a	23
4.998894	2	cue_ug-prop_parametric	n/a	23
17.574791	1.685428	dec_ug-prop_more	1.685428	21
17.574791	1.685428	dec_ug-prop_choice	1.685428	21
15.057194	2	cue_dict	n/a	21
15.057194	2	cue_dict_parametric	n/a	21
27.130648	0.819777	dec_dg-prop_less	0.819777	23
27.130648	0.819777	dec_dg-prop_choice	0.819777	23
23.097000	2	cue_ug-resp	n/a	23
23.097000	2	cue_ug-resp_parametric	n/a	23
39.175620	0.951309	dec_ug-prop_more	0.951309	25
39.175620	0.951309	dec_ug-prop_choice	0.951309	25
36.642230	2	cue_dict	n/a	25
36.642230	2	cue_dict_parametric	n/a	25
48.714546	1.120641	dec_dg-prop_less	1.120641	23
48.714546	1.120641	dec_dg-prop_choice	1.120641	23
44.698273	2	cue_ug-resp	n/a	23
44.698273	2	cue_ug-resp_parametric	n/a	23
66.762160	1.004165	dec_dg-prop_less	1.004165	17
66.762160	1.004165	dec_dg-prop_choice	1.004165	17
61.228730	2	cue_ug-resp	n/a	17
61.228730	2	cue_ug-resp_parametric	n/a	17
76.806274	1.018579	dec_ug-prop_more	1.018579	19
76.806274	1.018579	dec_ug-prop_choice	1.018579	19
74.272840	2	cue_dict	n/a	19
74.272840	2	cue_dict_parametric	n/a	19
84.863240	1.618688	dec_ug-prop_more	1.618688	23
84.863240	1.618688	dec_ug-prop_choice	1.618688	23
82.328964	2	cue_dict	n/a	23
82.328964	2	cue_dict_parametric	n/a	23
96.906490	0.901741	dec_ug-prop_more	0.901741	19
96.906490	0.901741	dec_ug-prop_choice	0.901741	19
94.372540	2	cue_dict	n/a	19
94.372540	2	cue_dict_parametric	n/a	19
106.947650	1.102225	dec_ug-prop_more	1.102225	21
106.947650	1.102225	dec_ug-prop_choice	1.102225	21
104.413890	2	cue_dict	n/a	21
104.413890	2	cue_dict_parametric	n/a	21
116.486404	1.771560	dec_ug-resp_reject	1.771560	19
116.486404	1.771560	dec_ug-resp_choice	1.771560	19
112.470520	2	cue_ug-prop	n/a	19
112.470520	2	cue_ug-prop_parametric	n/a	19
126.530280	1.902513	dec_ug-resp_accept	1.902513	23
126.530280	1.902513	dec_ug-resp_choice	1.902513	23
123.996850	2	cue_ug-prop	n/a	23
123.996850	2	cue_ug-prop_parametric	n/a	23
136.070900	1.035760	dec_ug-prop_more	1.035760	15
136.070900	1.035760	dec_ug-prop_choice	1.035760	15
132.053250	2	cue_dict	n/a	15
132.053250	2	cue_dict_parametric	n/a	15
145.612260	1.769505	dec_ug-resp_accept	1.769505	15
145.612260	1.769505	dec_ug-resp_choice	1.769505	15
141.594800	2	cue_ug-prop	n/a	15
141.594800	2	cue_ug-prop_parametric	n/a	15
155.153050	2.554382	dec_ug-prop_more	2.554382	21
155.153050	2.554382	dec_ug-prop_choice	2.554382	21
151.135940	2	cue_dict	n/a	21
151.135940	2	cue_dict_parametric	n/a	21
170.199110	0.952319	dec_ug-prop_more	0.952319	17
170.199110	0.952319	dec_ug-prop_choice	0.952319	17
167.666050	2	cue_dict	n/a	17
167.666050	2	cue_dict_parametric	n/a	17
180.241130	1.235785	dec_ug-resp_reject	1.235785	25
180.241130	1.235785	dec_ug-resp_choice	1.235785	25
177.707720	2	cue_ug-prop	n/a	25
177.707720	2	cue_ug-prop_parametric	n/a	25
188.297900	0.684814	dec_dg-prop_less	0.684814	15
188.297900	0.684814	dec_dg-prop_choice	0.684814	15
185.764190	2	cue_ug-resp	n/a	15
185.764190	2	cue_ug-resp_parametric	n/a	15
200.341030	1.485548	dec_ug-resp_reject	1.485548	25
200.341030	1.485548	dec_ug-resp_choice	1.485548	25
197.807190	2	cue_ug-prop	n/a	25
197.807190	2	cue_ug-prop_parametric	n/a	25
210.381960	0.918961	dec_dg-prop_less	0.918961	21
210.381960	0.918961	dec_dg-prop_choice	0.918961	21
207.849100	2	cue_ug-resp	n/a	21
207.849100	2	cue_ug-resp_parametric	n/a	21
219.921920	1.037075	dec_dg-prop_less	1.037075	19
219.921920	1.037075	dec_dg-prop_choice	1.037075	19
215.888870	2	cue_ug-resp	n/a	19
215.888870	2	cue_ug-resp_parametric	n/a	19
227.963940	1.185079	dec_ug-resp_accept	1.185079	19
227.963940	1.185079	dec_ug-resp_choice	1.185079	19
225.430250	2	cue_ug-prop	n/a	19
225.430250	2	cue_ug-prop_parametric	n/a	19
243.008900	2.720404	dec_ug-resp_accept	2.720404	25
243.008900	2.720404	dec_ug-resp_choice	2.720404	25
240.475810	2	cue_ug-prop	n/a	25
240.475810	2	cue_ug-prop_parametric	n/a	25
256.552830	1.052975	dec_dg-prop_less	1.052975	25
256.552830	1.052975	dec_dg-prop_choice	1.052975	25
252.519320	2	cue_ug-resp	n/a	25
252.519320	2	cue_ug-resp_parametric	n/a	25
266.093800	1.069917	dec_ug-prop_more	1.069917	15
266.093800	1.069917	dec_ug-prop_choice	1.069917	15
262.060150	2	cue_dict	n/a	15
262.060150	2	cue_dict_parametric	n/a	15
281.138100	1.171468	dec_dg-prop_less	1.171468	15
281.138100	1.171468	dec_dg-prop_choice	1.171468	15
275.604700	2	cue_ug-resp	n/a	15
275.604700	2	cue_ug-resp_parametric	n/a	15
