onset	duration	trial_type	response_time	Endowment
9.038192	1.300139	dec_ug-prop_more	1.300139	17
9.038192	1.300139	dec_ug-prop_choice	1.300139	17
5.005874	2	cue_dict	n/a	17
5.005874	2	cue_dict_parametric	n/a	17
17.088272	1.150262	dec_ug-prop_more	1.150262	25
17.088272	1.150262	dec_ug-prop_choice	1.150262	25
14.555913	2	cue_dict	n/a	25
14.555913	2	cue_dict_parametric	n/a	25
28.639046	1.149495	dec_ug-prop_more	1.149495	19
28.639046	1.149495	dec_ug-prop_choice	1.149495	19
24.605814	2	cue_dict	n/a	19
24.605814	2	cue_dict_parametric	n/a	19
40.688286	4	missed_trial	n/a	25
38.155697	2	cue_ug-prop	n/a	25
38.155697	2	cue_ug-prop_parametric	n/a	25
52.254760	1.466784	dec_ug-resp_reject	1.466784	15
52.254760	1.466784	dec_ug-resp_choice	1.466784	15
48.222412	2	cue_ug-prop	n/a	15
48.222412	2	cue_ug-prop_parametric	n/a	15
64.304740	0.933283	dec_ug-resp_accept	0.933283	17
64.304740	0.933283	dec_ug-resp_choice	0.933283	17
61.772408	2	cue_ug-prop	n/a	17
61.772408	2	cue_ug-prop_parametric	n/a	17
75.354700	1.516857	dec_ug-prop_more	1.516857	19
75.354700	1.516857	dec_ug-prop_choice	1.516857	19
69.822495	2	cue_dict	n/a	19
69.822495	2	cue_dict_parametric	n/a	19
85.404810	1.583634	dec_ug-resp_reject	1.583634	21
85.404810	1.583634	dec_ug-resp_choice	1.583634	21
82.872110	2	cue_ug-prop	n/a	21
82.872110	2	cue_ug-prop_parametric	n/a	21
100.454704	1.500029	dec_dg-prop_more	1.500029	21
100.454704	1.500029	dec_dg-prop_choice	1.500029	21
97.922165	2	cue_ug-resp	n/a	21
97.922165	2	cue_ug-resp_parametric	n/a	21
108.504650	1.300094	dec_dg-prop_more	1.300094	23
108.504650	1.300094	dec_dg-prop_choice	1.300094	23
105.972070	2	cue_ug-resp	n/a	23
105.972070	2	cue_ug-resp_parametric	n/a	23
119.554504	1.366650	dec_ug-resp_accept	1.366650	21
119.554504	1.366650	dec_ug-resp_choice	1.366650	21
114.022160	2	cue_ug-prop	n/a	21
114.022160	2	cue_ug-prop_parametric	n/a	21
129.104550	1.167000	dec_ug-prop_more	1.167000	21
129.104550	1.167000	dec_ug-prop_choice	1.167000	21
125.072020	2	cue_dict	n/a	21
125.072020	2	cue_dict_parametric	n/a	21
147.154170	2.133480	dec_ug-resp_reject	2.133480	15
147.154170	2.133480	dec_ug-resp_choice	2.133480	15
141.622020	2	cue_ug-prop	n/a	15
141.622020	2	cue_ug-prop_parametric	n/a	15
155.204380	1.050160	dec_ug-prop_more	1.050160	19
155.204380	1.050160	dec_ug-prop_choice	1.050160	19
152.672040	2	cue_dict	n/a	19
152.672040	2	cue_dict_parametric	n/a	19
164.754290	1.833181	dec_dg-prop_more	1.833181	15
164.754290	1.833181	dec_dg-prop_choice	1.833181	15
160.722000	2	cue_ug-resp	n/a	15
160.722000	2	cue_ug-resp_parametric	n/a	15
172.804350	1.550117	dec_ug-prop_more	1.550117	15
172.804350	1.550117	dec_ug-prop_choice	1.550117	15
170.271900	2	cue_dict	n/a	15
170.271900	2	cue_dict_parametric	n/a	15
182.854420	0.966718	dec_dg-prop_more	0.966718	25
182.854420	0.966718	dec_dg-prop_choice	0.966718	25
180.321720	2	cue_ug-resp	n/a	25
180.321720	2	cue_ug-resp_parametric	n/a	25
192.404300	2.033349	dec_ug-resp_reject	2.033349	23
192.404300	2.033349	dec_ug-resp_choice	2.033349	23
188.371860	2	cue_ug-prop	n/a	23
188.371860	2	cue_ug-prop_parametric	n/a	23
205.454350	1.533243	dec_ug-prop_more	1.533243	17
205.454350	1.533243	dec_ug-prop_choice	1.533243	17
199.921940	2	cue_dict	n/a	17
199.921940	2	cue_dict_parametric	n/a	17
