onset	duration	trial_type	response_time	Endowment
9.025906	1.270003	dec_ug-prop_less	1.270003	21
9.025906	1.270003	dec_ug-prop_choice	1.270003	21
4.991920	2	cue_dict	n/a	21
4.991920	2	cue_dict_parametric	n/a	21
17.066435	1.085470	dec_ug-resp_accept	1.085470	15
17.066435	1.085470	dec_ug-resp_choice	1.085470	15
14.532910	2	cue_ug-prop	n/a	15
14.532910	2	cue_ug-prop_parametric	n/a	15
26.605505	0.970851	dec_ug-resp_accept	0.970851	17
26.605505	0.970851	dec_ug-resp_choice	0.970851	17
22.589657	2	cue_ug-prop	n/a	17
22.589657	2	cue_ug-prop_parametric	n/a	17
36.649178	1.752947	dec_ug-prop_less	1.752947	17
36.649178	1.752947	dec_ug-prop_choice	1.752947	17
34.115868	2	cue_dict	n/a	17
34.115868	2	cue_dict_parametric	n/a	17
51.695780	1.518381	dec_ug-resp_accept	1.518381	19
51.695780	1.518381	dec_ug-resp_choice	1.518381	19
49.161728	2	cue_ug-prop	n/a	19
49.161728	2	cue_ug-prop_parametric	n/a	19
61.234753	1.070558	dec_dg-prop_more	1.070558	19
61.234753	1.070558	dec_dg-prop_choice	1.070558	19
57.217987	2	cue_ug-resp	n/a	19
57.217987	2	cue_ug-resp_parametric	n/a	19
72.777300	1.237109	dec_ug-prop_more	1.237109	25
72.777300	1.237109	dec_ug-prop_choice	1.237109	25
68.744255	2	cue_dict	n/a	25
68.744255	2	cue_dict_parametric	n/a	25
80.818770	1.869531	dec_ug-resp_reject	1.869531	15
80.818770	1.869531	dec_ug-resp_choice	1.869531	15
78.285290	2	cue_ug-prop	n/a	15
78.285290	2	cue_ug-prop_parametric	n/a	15
92.360565	1.120059	dec_dg-prop_more	1.120059	15
92.360565	1.120059	dec_dg-prop_choice	1.120059	15
88.327440	2	cue_ug-resp	n/a	15
88.327440	2	cue_ug-resp_parametric	n/a	15
100.401690	0.835351	dec_ug-prop_less	0.835351	15
100.401690	0.835351	dec_ug-prop_choice	0.835351	15
97.868324	2	cue_dict	n/a	15
97.868324	2	cue_dict_parametric	n/a	15
113.944620	0.886765	dec_ug-prop_less	0.886765	15
113.944620	0.886765	dec_ug-prop_choice	0.886765	15
109.911514	2	cue_dict	n/a	15
109.911514	2	cue_dict_parametric	n/a	15
123.987100	2.036974	dec_ug-resp_accept	2.036974	17
123.987100	2.036974	dec_ug-resp_choice	2.036974	17
121.454490	2	cue_ug-prop	n/a	17
121.454490	2	cue_ug-prop_parametric	n/a	17
139.030780	1.988940	dec_dg-prop_less	1.988940	19
139.030780	1.988940	dec_dg-prop_choice	1.988940	19
133.497500	2	cue_ug-resp	n/a	19
133.497500	2	cue_ug-resp_parametric	n/a	19
152.074840	1.205386	dec_dg-prop_more	1.205386	21
152.074840	1.205386	dec_dg-prop_choice	1.205386	21
146.541630	2	cue_ug-resp	n/a	21
146.541630	2	cue_ug-resp_parametric	n/a	21
161.617700	1.803680	dec_dg-prop_less	1.803680	17
161.617700	1.803680	dec_dg-prop_choice	1.803680	17
157.584170	2	cue_ug-resp	n/a	17
157.584170	2	cue_ug-resp_parametric	n/a	17
172.659550	2.521946	dec_ug-resp_reject	2.521946	23
172.659550	2.521946	dec_ug-resp_choice	2.521946	23
167.125640	2	cue_ug-prop	n/a	23
167.125640	2	cue_ug-prop_parametric	n/a	23
180.701190	1.435829	dec_ug-resp_accept	1.435829	23
180.701190	1.435829	dec_ug-resp_choice	1.435829	23
178.167980	2	cue_ug-prop	n/a	23
178.167980	2	cue_ug-prop_parametric	n/a	23
190.742610	1.536085	dec_ug-prop_more	1.536085	23
190.742610	1.536085	dec_ug-prop_choice	1.536085	23
188.209260	2	cue_dict	n/a	23
188.209260	2	cue_dict_parametric	n/a	23
198.783480	0.600832	dec_dg-prop_less	0.600832	17
198.783480	0.600832	dec_dg-prop_choice	0.600832	17
196.249080	2	cue_ug-resp	n/a	17
196.249080	2	cue_ug-resp_parametric	n/a	17
