onset	duration	trial_type	response_time	Endowment
10.527749	1.955311	dec_ug-resp_accept	1.955311	23
10.527749	1.955311	dec_ug-resp_choice	1.955311	23
4.994305	2	cue_ug-prop	n/a	23
4.994305	2	cue_ug-prop_parametric	n/a	23
25.576654	1.768566	dec_ug-prop_less	1.768566	17
25.576654	1.768566	dec_ug-prop_choice	1.768566	17
23.042429	2	cue_dict	n/a	17
23.042429	2	cue_dict_parametric	n/a	17
33.633053	1.435407	dec_ug-prop_more	1.435407	25
33.633053	1.435407	dec_ug-prop_choice	1.435407	25
31.099308	2	cue_dict	n/a	25
31.099308	2	cue_dict_parametric	n/a	25
43.673750	1.469157	dec_ug-prop_more	1.469157	17
43.673750	1.469157	dec_ug-prop_choice	1.469157	17
41.140747	2	cue_dict	n/a	17
41.140747	2	cue_dict_parametric	n/a	17
55.717796	2.719866	dec_ug-resp_accept	2.719866	23
55.717796	2.719866	dec_ug-resp_choice	2.719866	23
53.184082	2	cue_ug-prop	n/a	23
53.184082	2	cue_ug-prop_parametric	n/a	23
66.757670	1.137753	dec_dg-prop_less	1.137753	25
66.757670	1.137753	dec_dg-prop_choice	1.137753	25
61.240550	2	cue_ug-resp	n/a	25
61.240550	2	cue_ug-resp_parametric	n/a	25
76.299660	1.203020	dec_ug-prop_more	1.203020	21
76.299660	1.203020	dec_ug-prop_choice	1.203020	21
72.266390	2	cue_dict	n/a	21
72.266390	2	cue_dict_parametric	n/a	21
91.346690	2.536972	dec_ug-resp_reject	2.536972	17
91.346690	2.536972	dec_ug-resp_choice	2.536972	17
88.813480	2	cue_ug-prop	n/a	17
88.813480	2	cue_ug-prop_parametric	n/a	17
99.386840	2.469734	dec_ug-resp_accept	2.469734	21
99.386840	2.469734	dec_ug-resp_choice	2.469734	21
96.853080	2	cue_ug-prop	n/a	21
96.853080	2	cue_ug-prop_parametric	n/a	21
112.930620	1.336034	dec_dg-prop_less	1.336034	21
112.930620	1.336034	dec_dg-prop_choice	1.336034	21
108.896320	2	cue_ug-resp	n/a	21
108.896320	2	cue_ug-resp_parametric	n/a	21
120.971590	1.685288	dec_ug-prop_more	1.685288	23
120.971590	1.685288	dec_ug-prop_choice	1.685288	23
118.437580	2	cue_dict	n/a	23
118.437580	2	cue_dict_parametric	n/a	23
134.012590	1.939058	dec_ug-resp_reject	1.939058	23
134.012590	1.939058	dec_ug-resp_choice	1.939058	23
128.479370	2	cue_ug-prop	n/a	23
128.479370	2	cue_ug-prop_parametric	n/a	23
143.555300	1.369915	dec_dg-prop_less	1.369915	17
