onset	duration	trial_type	response_time	Endowment
7.528805	1.368316	dec_ug-resp_reject	1.368316	17
7.528805	1.368316	dec_ug-resp_choice	1.368316	17
4.994704	2	cue_ug-prop	n/a	17
4.994704	2	cue_ug-prop_parametric	n/a	17
17.067715	2.588131	dec_dg-prop_less	2.588131	23
17.067715	2.588131	dec_dg-prop_choice	2.588131	23
13.051464	2	cue_ug-resp	n/a	23
13.051464	2	cue_ug-resp_parametric	n/a	23
26.609318	2.204570	dec_ug-resp_reject	2.204570	15
26.609318	2.204570	dec_ug-resp_choice	2.204570	15
22.575804	2	cue_ug-prop	n/a	15
22.575804	2	cue_ug-prop_parametric	n/a	15
38.152527	1.871402	dec_ug-prop_less	1.871402	17
38.152527	1.871402	dec_ug-prop_choice	1.871402	17
34.119010	2	cue_dict	n/a	17
34.119010	2	cue_dict_parametric	n/a	17
53.198696	2.354441	dec_dg-prop_less	2.354441	15
53.198696	2.354441	dec_dg-prop_choice	2.354441	15
50.665650	2	cue_ug-resp	n/a	15
50.665650	2	cue_ug-resp_parametric	n/a	15
64.740650	2.037569	dec_ug-prop_less	2.037569	23
64.740650	2.037569	dec_ug-prop_choice	2.037569	23
60.707650	2	cue_dict	n/a	23
60.707650	2	cue_dict_parametric	n/a	23
76.784900	1.702988	dec_dg-prop_less	1.702988	17
76.784900	1.702988	dec_dg-prop_choice	1.702988	17
74.251510	2	cue_ug-resp	n/a	17
74.251510	2	cue_ug-resp_parametric	n/a	17
84.841600	1.452980	dec_dg-prop_less	1.452980	21
84.841600	1.452980	dec_dg-prop_choice	1.452980	21
82.308320	2	cue_ug-resp	n/a	21
82.308320	2	cue_ug-resp_parametric	n/a	21
94.882600	1.103024	dec_ug-prop_more	1.103024	17
94.882600	1.103024	dec_ug-prop_choice	1.103024	17
92.350174	2	cue_dict	n/a	17
92.350174	2	cue_dict_parametric	n/a	17
104.422550	1.671313	dec_dg-prop_less	1.671313	25
104.422550	1.671313	dec_dg-prop_choice	1.671313	25
100.390015	2	cue_ug-resp	n/a	25
100.390015	2	cue_ug-resp_parametric	n/a	25
122.470560	1.971864	dec_ug-prop_less	1.971864	23
122.470560	1.971864	dec_ug-prop_choice	1.971864	23
116.937360	2	cue_dict	n/a	23
116.937360	2	cue_dict_parametric	n/a	23
130.512500	1.786334	dec_ug-resp_accept	1.786334	25
130.512500	1.786334	dec_ug-resp_choice	1.786334	25
127.979420	2	cue_ug-prop	n/a	25
127.979420	2	cue_ug-prop_parametric	n/a	25
145.556560	4	missed_trial	n/a	21
140.022550	2	cue_ug-prop	n/a	21
140.022550	2	cue_ug-prop_parametric	n/a	21
155.616530	1.287402	dec_ug-prop_more	1.287402	17
155.616530	1.287402	dec_ug-prop_choice	1.287402	17
153.083630	2	cue_dict	n/a	17
153.083630	2	cue_dict_parametric	n/a	17
172.162500	0.986558	dec_ug-resp_accept	0.986558	23
172.162500	0.986558	dec_ug-resp_choice	0.986558	23
168.129030	2	cue_ug-prop	n/a	23
168.129030	2	cue_ug-prop_parametric	n/a	23
184.207050	1.419357	dec_ug-resp_accept	1.419357	23
184.207050	1.419357	dec_ug-resp_choice	1.419357	23
181.673580	2	cue_ug-prop	n/a	23
181.673580	2	cue_ug-prop_parametric	n/a	23
197.248400	2.105409	dec_dg-prop_less	2.105409	21
197.248400	2.105409	dec_dg-prop_choice	2.105409	21
191.715010	2	cue_ug-resp	n/a	21
191.715010	2	cue_ug-resp_parametric	n/a	21
206.791370	1.520083	dec_ug-prop_less	1.520083	17
206.791370	1.520083	dec_ug-prop_choice	1.520083	17
202.757870	2	cue_dict	n/a	17
202.757870	2	cue_dict_parametric	n/a	17
214.832240	1.486073	dec_ug-resp_reject	1.486073	17
214.832240	1.486073	dec_ug-resp_choice	1.486073	17
212.298260	2	cue_ug-prop	n/a	17
212.298260	2	cue_ug-prop_parametric	n/a	17
222.873260	0.934367	dec_dg-prop_less	0.934367	23
222.873260	0.934367	dec_dg-prop_choice	0.934367	23
220.338650	2	cue_ug-resp	n/a	23
220.338650	2	cue_ug-resp_parametric	n/a	23
230.912160	1.535962	dec_ug-prop_less	1.535962	15
230.912160	1.535962	dec_ug-prop_choice	1.535962	15
228.395630	2	cue_dict	n/a	15
228.395630	2	cue_dict_parametric	n/a	15
238.968280	2.203523	dec_dg-prop_less	2.203523	25
238.968280	2.203523	dec_dg-prop_choice	2.203523	25
236.435500	2	cue_ug-resp	n/a	25
236.435500	2	cue_ug-resp_parametric	n/a	25
254.011950	1.372472	dec_ug-prop_more	1.372472	15
254.011950	1.372472	dec_ug-prop_choice	1.372472	15
248.478330	2	cue_dict	n/a	15
248.478330	2	cue_dict_parametric	n/a	15
264.056100	1.602169	dec_ug-prop_less	1.602169	21
264.056100	1.602169	dec_ug-prop_choice	1.602169	21
261.522920	2	cue_dict	n/a	21
261.522920	2	cue_dict_parametric	n/a	21
273.595280	1.220984	dec_ug-resp_reject	1.220984	17
273.595280	1.220984	dec_ug-resp_choice	1.220984	17
269.579070	2	cue_ug-prop	n/a	17
269.579070	2	cue_ug-prop_parametric	n/a	17
286.639100	1.104603	dec_dg-prop_less	1.104603	21
286.639100	1.104603	dec_dg-prop_choice	1.104603	21
281.105740	2	cue_ug-resp	n/a	21
281.105740	2	cue_ug-resp_parametric	n/a	21
296.181180	1.487210	dec_dg-prop_less	1.487210	15
296.181180	1.487210	dec_dg-prop_choice	1.487210	15
292.147860	2	cue_ug-resp	n/a	15
292.147860	2	cue_ug-resp_parametric	n/a	15
304.222500	1.669359	dec_ug-prop_less	1.669359	21
304.222500	1.669359	dec_ug-prop_choice	1.669359	21
301.689150	2	cue_dict	n/a	21
301.689150	2	cue_dict_parametric	n/a	21
316.265200	1.169739	dec_ug-resp_accept	1.169739	17
316.265200	1.169739	dec_ug-resp_choice	1.169739	17
313.732360	2	cue_ug-prop	n/a	17
313.732360	2	cue_ug-prop_parametric	n/a	17
324.305300	1.485981	dec_ug-prop_less	1.485981	21
324.305300	1.485981	dec_ug-prop_choice	1.485981	21
321.789120	2	cue_dict	n/a	21
321.789120	2	cue_dict_parametric	n/a	21
333.844970	1.654448	dec_ug-prop_more	1.654448	25
333.844970	1.654448	dec_ug-prop_choice	1.654448	25
329.828770	2	cue_dict	n/a	25
329.828770	2	cue_dict_parametric	n/a	25
343.889100	1.034669	dec_dg-prop_less	1.034669	21
343.889100	1.034669	dec_dg-prop_choice	1.034669	21
341.355130	2	cue_ug-resp	n/a	21
341.355130	2	cue_ug-resp_parametric	n/a	21
351.944370	1.753176	dec_dg-prop_less	1.753176	25
351.944370	1.753176	dec_dg-prop_choice	1.753176	25
349.411830	2	cue_ug-resp	n/a	25
349.411830	2	cue_ug-resp_parametric	n/a	25
364.987100	1.804679	dec_ug-resp_reject	1.804679	25
364.987100	1.804679	dec_ug-resp_choice	1.804679	25
359.452760	2	cue_ug-prop	n/a	25
359.452760	2	cue_ug-prop_parametric	n/a	25
373.028930	1.585803	dec_ug-resp_reject	1.585803	17
373.028930	1.585803	dec_ug-resp_choice	1.585803	17
370.495570	2	cue_ug-prop	n/a	17
370.495570	2	cue_ug-prop_parametric	n/a	17
383.069800	1.186827	dec_ug-resp_accept	1.186827	21
383.069800	1.186827	dec_ug-resp_choice	1.186827	21
380.537350	2	cue_ug-prop	n/a	21
380.537350	2	cue_ug-prop_parametric	n/a	21
