onset	duration	trial_type	response_time	Endowment
7.535904	2.915158	dec_dg-prop_less	2.915158	19
7.535904	2.915158	dec_dg-prop_choice	2.915158	19
5.002277	2	cue_ug-resp	n/a	19
5.002277	2	cue_ug-resp_parametric	n/a	19
15.584563	1.934181	dec_dg-prop_less	1.934181	15
15.584563	1.934181	dec_dg-prop_choice	1.934181	15
13.052147	2	cue_ug-resp	n/a	15
13.052147	2	cue_ug-resp_parametric	n/a	15
25.136095	1.549235	dec_ug-prop_more	1.549235	15
25.136095	1.549235	dec_ug-prop_choice	1.549235	15
21.103136	2	cue_dict	n/a	15
21.103136	2	cue_dict_parametric	n/a	15
38.186108	2.515522	dec_ug-resp_accept	2.515522	19
38.186108	2.515522	dec_ug-resp_choice	2.515522	19
32.653126	2	cue_ug-prop	n/a	19
32.653126	2	cue_ug-prop_parametric	n/a	19
47.735153	1.550158	dec_ug-resp_reject	1.550158	21
47.735153	1.550158	dec_ug-resp_choice	1.550158	21
43.702320	2	cue_ug-prop	n/a	21
43.702320	2	cue_ug-prop_parametric	n/a	21
55.785810	2.000015	dec_ug-prop_more	2.000015	19
55.785810	2.000015	dec_ug-prop_choice	2.000015	19
53.252270	2	cue_dict	n/a	19
53.252270	2	cue_dict_parametric	n/a	19
65.836200	1.465094	dec_ug-prop_more	1.465094	21
65.836200	1.465094	dec_ug-prop_choice	1.465094	21
63.302483	2	cue_dict	n/a	21
63.302483	2	cue_dict_parametric	n/a	21
75.885170	1.800366	dec_ug-resp_reject	1.800366	21
75.885170	1.800366	dec_ug-resp_choice	1.800366	21
73.352200	2	cue_ug-prop	n/a	21
73.352200	2	cue_ug-prop_parametric	n/a	21
88.935110	1.416602	dec_dg-prop_less	1.416602	19
88.935110	1.416602	dec_dg-prop_choice	1.416602	19
83.402300	2	cue_ug-resp	n/a	19
83.402300	2	cue_ug-resp_parametric	n/a	19
101.985230	1.983759	dec_ug-prop_more	1.983759	17
101.985230	1.983759	dec_ug-prop_choice	1.983759	17
96.452480	2	cue_dict	n/a	17
96.452480	2	cue_dict_parametric	n/a	17
112.036224	1.132953	dec_ug-prop_more	1.132953	15
