onset	duration	trial_type	response_time	Endowment
7.527379	1.433313	dec_ug-resp_accept	1.433313	21
7.527379	1.433313	dec_ug-resp_choice	1.433313	21
4.995238	2	cue_ug-prop	n/a	21
4.995238	2	cue_ug-prop_parametric	n/a	21
15.577369	1.183479	dec_dg-prop_more	1.183479	21
15.577369	1.183479	dec_dg-prop_choice	1.183479	21
13.044678	2	cue_ug-resp	n/a	21
13.044678	2	cue_ug-resp_parametric	n/a	21
23.626974	1.683496	dec_dg-prop_less	1.683496	25
23.626974	1.683496	dec_dg-prop_choice	1.683496	25
21.094677	2	cue_ug-resp	n/a	25
21.094677	2	cue_ug-resp_parametric	n/a	25
31.677214	1.683627	dec_dg-prop_less	1.683627	19
31.677214	1.683627	dec_dg-prop_choice	1.683627	19
29.144558	2	cue_ug-resp	n/a	19
29.144558	2	cue_ug-resp_parametric	n/a	19
39.727140	2.000024	dec_ug-resp_accept	2.000024	23
39.727140	2.000024	dec_ug-resp_choice	2.000024	23
37.194473	2	cue_ug-prop	n/a	23
37.194473	2	cue_ug-prop_parametric	n/a	23
50.777122	1.566827	dec_ug-resp_accept	1.566827	25
50.777122	1.566827	dec_ug-resp_choice	1.566827	25
45.244680	2	cue_ug-prop	n/a	25
45.244680	2	cue_ug-prop_parametric	n/a	25
61.826970	2.817461	dec_dg-prop_less	2.817461	25
61.826970	2.817461	dec_dg-prop_choice	2.817461	25
56.294632	2	cue_ug-resp	n/a	25
56.294632	2	cue_ug-resp_parametric	n/a	25
69.877945	2.215663	dec_ug-resp_accept	2.215663	17
69.877945	2.215663	dec_ug-resp_choice	2.215663	17
67.344570	2	cue_ug-prop	n/a	17
67.344570	2	cue_ug-prop_parametric	n/a	17
79.426870	2.199873	dec_ug-resp_accept	2.199873	25
79.426870	2.199873	dec_ug-resp_choice	2.199873	25
75.394554	2	cue_ug-prop	n/a	25
75.394554	2	cue_ug-prop_parametric	n/a	25
91.476470	2.450596	dec_dg-prop_less	2.450596	19
91.476470	2.450596	dec_dg-prop_choice	2.450596	19
88.944410	2	cue_ug-resp	n/a	19
88.944410	2	cue_ug-resp_parametric	n/a	19
106.527000	2.466678	dec_ug-resp_accept	2.466678	19
106.527000	2.466678	dec_ug-resp_choice	2.466678	19
103.994290	2	cue_ug-prop	n/a	19
103.994290	2	cue_ug-prop_parametric	n/a	19
117.576720	1.817027	dec_ug-prop_less	1.817027	19
117.576720	1.817027	dec_ug-prop_choice	1.817027	19
112.044280	2	cue_dict	n/a	19
112.044280	2	cue_dict_parametric	n/a	19
125.626690	1.899956	dec_ug-prop_more	1.899956	23
125.626690	1.899956	dec_ug-prop_choice	1.899956	23
123.094536	2	cue_dict	n/a	23
123.094536	2	cue_dict_parametric	n/a	23
133.676850	2.849992	dec_ug-resp_accept	2.849992	19
133.676850	2.849992	dec_ug-resp_choice	2.849992	19
131.144200	2	cue_ug-prop	n/a	19
131.144200	2	cue_ug-prop_parametric	n/a	19
145.226620	1.500237	dec_ug-prop_less	1.500237	17
145.226620	1.500237	dec_ug-prop_choice	1.500237	17
141.194060	2	cue_dict	n/a	17
141.194060	2	cue_dict_parametric	n/a	17
154.776610	1.633468	dec_dg-prop_more	1.633468	17
154.776610	1.633468	dec_dg-prop_choice	1.633468	17
150.744280	2	cue_ug-resp	n/a	17
150.744280	2	cue_ug-resp_parametric	n/a	17
169.826610	1.483192	dec_dg-prop_more	1.483192	23
169.826610	1.483192	dec_dg-prop_choice	1.483192	23
167.294050	2	cue_ug-resp	n/a	23
167.294050	2	cue_ug-resp_parametric	n/a	23
181.376360	1.133750	dec_dg-prop_more	1.133750	19
181.376360	1.133750	dec_dg-prop_choice	1.133750	19
177.344160	2	cue_ug-resp	n/a	19
177.344160	2	cue_ug-resp_parametric	n/a	19
196.426960	1.349691	dec_dg-prop_less	1.349691	17
196.426960	1.349691	dec_dg-prop_choice	1.349691	17
190.893900	2	cue_ug-resp	n/a	17
190.893900	2	cue_ug-resp_parametric	n/a	17
204.476290	1.217175	dec_ug-prop_more	1.217175	19
204.476290	1.217175	dec_ug-prop_choice	1.217175	19
201.943850	2	cue_dict	n/a	19
201.943850	2	cue_dict_parametric	n/a	19
214.526300	1.083466	dec_ug-prop_less	1.083466	15
214.526300	1.083466	dec_ug-prop_choice	1.083466	15
211.993760	2	cue_dict	n/a	15
211.993760	2	cue_dict_parametric	n/a	15
226.577510	1.982499	dec_ug-resp_accept	1.982499	25
226.577510	1.982499	dec_ug-resp_choice	1.982499	25
224.043820	2	cue_ug-prop	n/a	25
224.043820	2	cue_ug-prop_parametric	n/a	25
238.126270	1.616758	dec_ug-resp_reject	1.616758	15
238.126270	1.616758	dec_ug-resp_choice	1.616758	15
234.094130	2	cue_ug-prop	n/a	15
234.094130	2	cue_ug-prop_parametric	n/a	15
253.176150	1.033391	dec_ug-prop_more	1.033391	19
253.176150	1.033391	dec_ug-prop_choice	1.033391	19
247.643840	2	cue_dict	n/a	19
247.643840	2	cue_dict_parametric	n/a	19
262.726380	1.416685	dec_ug-prop_more	1.416685	25
262.726380	1.416685	dec_ug-prop_choice	1.416685	25
258.693900	2	cue_dict	n/a	25
258.693900	2	cue_dict_parametric	n/a	25
272.776120	1.233440	dec_ug-prop_more	1.233440	21
272.776120	1.233440	dec_ug-prop_choice	1.233440	21
270.244050	2	cue_dict	n/a	21
270.244050	2	cue_dict_parametric	n/a	21
284.325800	1.283881	dec_dg-prop_more	1.283881	17
284.325800	1.283881	dec_dg-prop_choice	1.283881	17
280.293730	2	cue_ug-resp	n/a	17
280.293730	2	cue_ug-resp_parametric	n/a	17
292.375920	1.617003	dec_ug-resp_accept	1.617003	23
292.375920	1.617003	dec_ug-resp_choice	1.617003	23
289.843780	2	cue_ug-prop	n/a	23
289.843780	2	cue_ug-prop_parametric	n/a	23
305.925960	0.933412	dec_dg-prop_more	0.933412	19
305.925960	0.933412	dec_dg-prop_choice	0.933412	19
301.893250	2	cue_ug-resp	n/a	19
301.893250	2	cue_ug-resp_parametric	n/a	19
315.475800	1.200090	dec_ug-prop_more	1.200090	15
315.475800	1.200090	dec_ug-prop_choice	1.200090	15
311.443600	2	cue_dict	n/a	15
311.443600	2	cue_dict_parametric	n/a	15
325.525730	1.250274	dec_ug-prop_less	1.250274	17
325.525730	1.250274	dec_ug-prop_choice	1.250274	17
322.993440	2	cue_dict	n/a	17
322.993440	2	cue_dict_parametric	n/a	17
335.576420	1.716255	dec_dg-prop_more	1.716255	15
335.576420	1.716255	dec_dg-prop_choice	1.716255	15
333.043300	2	cue_ug-resp	n/a	15
333.043300	2	cue_ug-resp_parametric	n/a	15
348.625640	1.500196	dec_ug-resp_accept	1.500196	19
348.625640	1.500196	dec_ug-resp_choice	1.500196	19
343.093320	2	cue_ug-prop	n/a	19
343.093320	2	cue_ug-prop_parametric	n/a	19
360.175380	0.817071	dec_ug-prop_more	0.817071	17
360.175380	0.817071	dec_ug-prop_choice	0.817071	17
356.143160	2	cue_dict	n/a	17
356.143160	2	cue_dict_parametric	n/a	17
368.224760	1.367686	dec_ug-prop_more	1.367686	17
368.224760	1.367686	dec_ug-prop_choice	1.367686	17
365.693200	2	cue_dict	n/a	17
365.693200	2	cue_dict_parametric	n/a	17
383.275570	2.566813	dec_ug-resp_accept	2.566813	21
383.275570	2.566813	dec_ug-resp_choice	2.566813	21
380.743040	2	cue_ug-prop	n/a	21
380.743040	2	cue_ug-prop_parametric	n/a	21
